screen,depmap_id,lineage,lineage_subtype,is_male,primary_or_metastasis,age,replicate_id,p_dna_batch,n_genes
broad,ACH-000376,central_nervous_system,glioma,FALSE,primary,67,SF-295-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000376,central_nervous_system,glioma,FALSE,primary,67,SF295_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000389,central_nervous_system,glioma,TRUE,primary,37,H4-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000437,central_nervous_system,glioma,TRUE,primary,72,SW1088-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000437,central_nervous_system,glioma,TRUE,primary,72,SW1088_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000445,central_nervous_system,glioma,TRUE,primary,55,KNS60-311cas9_RepB_p6_batch3,3,18119
broad,ACH-000455,central_nervous_system,glioma,TRUE,NA,NA,LN428-311Cas9_RepA_p6_batch4,4,18119
broad,ACH-000464,central_nervous_system,glioma,TRUE,primary,63,Cas1-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000464,central_nervous_system,glioma,TRUE,primary,63,CAS1_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000469,central_nervous_system,glioma,TRUE,primary,40,YH-13-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000469,central_nervous_system,glioma,TRUE,primary,40,YH13_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000490,central_nervous_system,glioma,FALSE,metastasis,NA,SF767-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000504,central_nervous_system,glioma,FALSE,primary,NA,SNB75-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000504,central_nervous_system,glioma,FALSE,primary,NA,SNB75_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000558,central_nervous_system,glioma,TRUE,primary,53,A172_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000570,central_nervous_system,glioma,FALSE,primary,NA,YKG1-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000571,central_nervous_system,glioma,TRUE,primary,61,T98G-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000571,central_nervous_system,glioma,TRUE,primary,61,T98G_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000591,central_nervous_system,glioma,TRUE,NA,38,LN-235-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000592,central_nervous_system,glioma,FALSE,NA,42,TM-31-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000595,central_nervous_system,glioma,FALSE,primary,60,LN229_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000609,central_nervous_system,glioma,FALSE,primary,NA,SF126_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000622,central_nervous_system,glioma,TRUE,primary,16,KNS42-311Cas9_RepA_p4_batch3,3,18119
sanger,ACH-000622,central_nervous_system,glioma,TRUE,primary,16,KNS42_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000623,central_nervous_system,glioma,TRUE,primary,58,SNU-201-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-000634,central_nervous_system,glioma,TRUE,NA,NA,LN340-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000655,central_nervous_system,glioma,FALSE,primary,NA,SF268-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000673,central_nervous_system,glioma,NA,NA,NA,LN443-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000676,central_nervous_system,glioma,TRUE,NA,NA,LN464-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000738,central_nervous_system,glioma,TRUE,primary,35,GB1-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000738,central_nervous_system,glioma,TRUE,primary,35,GB1_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000756,central_nervous_system,glioma,TRUE,primary,61,GI-1-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000756,central_nervous_system,glioma,TRUE,primary,61,GI1_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000760,central_nervous_system,glioma,NA,NA,NA,LNZ308-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000807,central_nervous_system,glioma,TRUE,NA,40,SNU738-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000819,central_nervous_system,glioma,TRUE,primary,65,LN18-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000863,central_nervous_system,glioma,FALSE,primary,59,DBTRG0_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000887,central_nervous_system,glioma,FALSE,NA,NA,SF172-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001016,central_nervous_system,glioma,TRUE,NA,57,Becker_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-001126,central_nervous_system,glioma,TRUE,NA,NA,MOGGUV_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-001172,central_nervous_system,glioma,TRUE,primary,NA,R256-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-001329,central_nervous_system,glioma,TRUE,primary,65,ANGMCSS-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001605,central_nervous_system,glioma,TRUE,primary,62,no10_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-001606,central_nervous_system,glioma,FALSE,primary,64,no11_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-001608,central_nervous_system,glioma,TRUE,primary,63,NP2-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001609,central_nervous_system,glioma,TRUE,primary,64,NP3-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001610,central_nervous_system,glioma,TRUE,primary,27,NP5-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001611,central_nervous_system,glioma,FALSE,primary,38,NP8-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001622,central_nervous_system,glioma,TRUE,primary,51,ONDA7-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001623,central_nervous_system,glioma,FALSE,primary,31,ONDA8-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001624,central_nervous_system,glioma,TRUE,primary,58,ONDA9-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-002228,central_nervous_system,glioma,NA,NA,NA,D423MG_c907R2,CRISPR_C6596666.sample,17660
sanger,ACH-002229,central_nervous_system,glioma,NA,NA,NA,D502MG_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002230,central_nervous_system,glioma,NA,NA,NA,D542MG_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002257,central_nervous_system,glioma,NA,NA,NA,KINGS1_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002269,central_nervous_system,glioma,NA,NA,NA,LNZTA3_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002304,central_nervous_system,glioma,NA,NA,NA,SKMG_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000055,central_nervous_system,medulloblastoma,TRUE,metastasis,6,D283MED-311cas9_RepA_p6_batch2,2,18119
broad,ACH-000095,central_nervous_system,medulloblastoma,TRUE,NA,3.5,D341MED-311cas9 Rep A p5_batch3,3,18119
broad,ACH-000211,central_nervous_system,medulloblastoma,TRUE,primary,4,Daoy-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000776,central_nervous_system,medulloblastoma,FALSE,primary,2,ONS-76-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001053,central_nervous_system,medulloblastoma,NA,NA,NA,D425-311cas9_RepA_p6_batch2,2,18119
broad,ACH-001054,central_nervous_system,medulloblastoma,NA,NA,NA,D458-311Cas9_RepA_p6_batch2,2,18119
broad,ACH-001232,central_nervous_system,medulloblastoma,FALSE,NA,NA,UW228-311Cas9_RepB_p6_batch2,2,18119
broad,ACH-000025,central_nervous_system,meningioma,FALSE,NA,NA,CH157MN-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001067,central_nervous_system,meningioma,TRUE,NA,NA,F5-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001711,central_nervous_system,PNET,TRUE,primary,2,PFSK1-311Cas9-RepA-P6_batch4,4,18119
broad,ACH-001341,cervix,cervical_adenocarcinoma,FALSE,primary,NA,Dotc2 4510-311Cas9_RepA_p5_batch4,4,18119
broad,ACH-001513,cervix,cervical_adenocarcinoma,FALSE,metastasis,NA,HCA1-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001650,cervix,cervical_adenocarcinoma,FALSE,primary,67,SISO-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000556,cervix,cervical_carcinoma,FALSE,NA,NA,SiHa-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001333,cervix,cervical_carcinoma,FALSE,primary,66,C-33 A-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001334,cervix,cervical_carcinoma,FALSE,primary,41,C4I-311cas9-RepA-p6_batch4,4,18119
broad,ACH-001335,cervix,cervical_carcinoma,FALSE,primary,41,C4II-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001525,cervix,cervical_carcinoma,FALSE,metastasis,59,HT3-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001336,cervix,cervical_squamous,FALSE,metastasis,40,CASKI-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001400,cervix,cervical_squamous,FALSE,primary,86,SW954-311cas9_RepB_p6_batch4,4,18119
broad,ACH-001402,cervix,cervical_squamous,FALSE,primary,46,SW756-311Cas9_RepA_p5_batch3,3,18119
broad,ACH-001451,cervix,cervical_squamous,FALSE,primary,NA,BOKU-311cas9-RepA-p6_batch3,3,18119
broad,ACH-001515,cervix,cervical_squamous,FALSE,metastasis,42,HCS2-311cas9-RepA-p6_batch3,3,18119
broad,ACH-002019,cervix,glassy_cell_carcinoma,FALSE,primary,53,HOKUG-311cas9-RepA-p4_batch4,4,18119
broad,ACH-000007,colorectal,colorectal_adenocarcinoma,TRUE,primary,63,LS513-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000007,colorectal,colorectal_adenocarcinoma,TRUE,primary,63,LS513_c903R1,ERS717283.plasmid,17660
broad,ACH-000009,colorectal,colorectal_adenocarcinoma,TRUE,primary,72,C2BBE1-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000009,colorectal,colorectal_adenocarcinoma,TRUE,primary,72,C2BBe1_c903R1,ERS717283.plasmid,17660
broad,ACH-000202,colorectal,colorectal_adenocarcinoma,FALSE,primary,55,COLO320-311Cas9 Rep A p6_batch3,3,18119
broad,ACH-000249,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,CL-11-311Cas9_RepB_p6_batch3,3,18119
sanger,ACH-000249,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,CL11_c903R1,ERS717283.plasmid,17660
sanger,ACH-000252,colorectal,colorectal_adenocarcinoma,TRUE,primary,54,LS1034_c903R1,ERS717283.plasmid,17660
broad,ACH-000253,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,70,COLO201-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000286,colorectal,colorectal_adenocarcinoma,FALSE,primary,45,SNU-1033-311Cas9_RepA_p3_batch3,3,18119
broad,ACH-000296,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,NA,OUMS-23-311Cas9 Rep A p5_batch3,3,18119
broad,ACH-000350,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,69,COLO-678-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000350,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,69,CO678_c903R4,ERS717283.plasmid,17660
broad,ACH-000381,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,72,T84-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000381,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,72,T84_c903R4,ERS717283.plasmid,17660
broad,ACH-000403,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,69,NCI-H747-311cas9 Rep A p3_batch2,2,18119
broad,ACH-000421,colorectal,colorectal_adenocarcinoma,TRUE,primary,53,SW837-311cas9 Rep A p5_batch2,2,18119
sanger,ACH-000421,colorectal,colorectal_adenocarcinoma,TRUE,primary,53,SW837_c903R1,ERS717283.plasmid,17660
broad,ACH-000467,colorectal,colorectal_adenocarcinoma,NA,NA,NA,HCC56-311Cas9_RepA_p4_batch2,2,18119
broad,ACH-000470,colorectal,colorectal_adenocarcinoma,FALSE,primary,66,SW1463-311cas9 Rep A p5_batch2,2,18119
broad,ACH-000491,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,33,NCI-H716-311cas9 Rep A p5_batch2,2,18119
sanger,ACH-000501,colorectal,colorectal_adenocarcinoma,FALSE,primary,65,LS123_c903R1,ERS717283.plasmid,17660
sanger,ACH-000532,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,48,SNU61_c903R1,ERS717283.plasmid,17660
broad,ACH-000552,colorectal,colorectal_adenocarcinoma,FALSE,primary,44,HT29-311Cas9_RepA_p6 AVANA_batch3,3,18119
sanger,ACH-000552,colorectal,colorectal_adenocarcinoma,FALSE,primary,44,HT29_c904R1,ERS717283.plasmid,17660
sanger,ACH-000565,colorectal,colorectal_adenocarcinoma,FALSE,primary,73,RCM1_c903R1,ERS717283.plasmid,17660
broad,ACH-000651,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,51,SW620-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000651,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,51,SW620_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-000680,colorectal,colorectal_adenocarcinoma,FALSE,primary,81,SW948-311Cas9_RepB_p6_batch3,3,18119
broad,ACH-000683,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,52,SNU-503-311Cas9 Rep A p3_batch2,2,18119
sanger,ACH-000722,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,71,SNUC1_c903R4,ERS717283.plasmid,17660
broad,ACH-000820,colorectal,colorectal_adenocarcinoma,FALSE,primary,51,SW403-311Cas9_RepB_p5_batch2,2,18119
broad,ACH-000926,colorectal,colorectal_adenocarcinoma,NA,primary,NA,HT55-311Cas9_RepA_p4_batch2,2,18119
sanger,ACH-000926,colorectal,colorectal_adenocarcinoma,NA,primary,NA,HT55_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-000935,colorectal,colorectal_adenocarcinoma,NA,NA,NA,MDST8-311Cas9 Rep A p6_batch3,3,18119
sanger,ACH-000935,colorectal,colorectal_adenocarcinoma,NA,NA,NA,MDST8_c903R3,ERS717283.plasmid,17660
broad,ACH-000943,colorectal,colorectal_adenocarcinoma,NA,primary,NA,RKO-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000943,colorectal,colorectal_adenocarcinoma,NA,primary,NA,RKO_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-000950,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,56,LOVO-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000950,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,56,Lovo_c903R4,ERS717283.plasmid,17660
broad,ACH-000957,colorectal,colorectal_adenocarcinoma,FALSE,primary,58,LS 180-311Cas9 Rep A p4_batch2,2,18119
sanger,ACH-000957,colorectal,colorectal_adenocarcinoma,FALSE,primary,58,LS180_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-000958,colorectal,colorectal_adenocarcinoma,FALSE,primary,82,SW48-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000958,colorectal,colorectal_adenocarcinoma,FALSE,primary,82,SW48_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-000959,colorectal,colorectal_adenocarcinoma,TRUE,NA,35,SNUC4-311Cas9-Rep-A-p6_batch3,3,18119
broad,ACH-000963,colorectal,colorectal_adenocarcinoma,FALSE,metastasis,NA,CCK-81-311cas9 Rep A p2_batch2,2,18119
broad,ACH-000969,colorectal,colorectal_adenocarcinoma,NA,primary,NA,KM12-311Cas9 Rep A p5_batch3,3,18119
sanger,ACH-000969,colorectal,colorectal_adenocarcinoma,NA,primary,NA,KM12_c908R1_100,CRISPR_C6596666.sample,17660
sanger,ACH-000970,colorectal,colorectal_adenocarcinoma,FALSE,NA,77,SNUC5_C902R1_P1D14,ERS717283.plasmid,17660
sanger,ACH-000971,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,HCT116_C902R1_P1D14,ERS717283.plasmid,17660
sanger,ACH-000985,colorectal,colorectal_adenocarcinoma,TRUE,primary,32,LS411N_c903R1,ERS717283.plasmid,17660
broad,ACH-000986,colorectal,colorectal_adenocarcinoma,NA,NA,NA,HT115-Avana 4 Rep A p6_batch3,3,18119
sanger,ACH-000991,colorectal,colorectal_adenocarcinoma,TRUE,NA,53,SNU81_c903R1,ERS717283.plasmid,17660
sanger,ACH-000997,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,HCT15_C902R1_P1D14,ERS717283.plasmid,17660
sanger,ACH-001039,colorectal,colorectal_adenocarcinoma,TRUE,metastasis,70,CO205_c903R1,ERS717283.plasmid,17660
broad,ACH-001061,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,DLD1-311Cas9_RepA_p7_batch2,2,18119
sanger,ACH-001081,colorectal,colorectal_adenocarcinoma,NA,NA,NA,HCC299_c903R1,ERS717283.plasmid,17660
broad,ACH-001345,colorectal,colorectal_adenocarcinoma,FALSE,primary,71,GP5d-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001345,colorectal,colorectal_adenocarcinoma,FALSE,primary,71,GP5d_c903R1,ERS717283.plasmid,17660
sanger,ACH-001399,colorectal,colorectal_adenocarcinoma,FALSE,metastasis,46,SW626_c905R1,CRISPR_C6596666.sample,17660
broad,ACH-001454,colorectal,colorectal_adenocarcinoma,TRUE,primary,71,C10-311cas9_RepA_p4_batch3,3,18119
broad,ACH-001458,colorectal,colorectal_adenocarcinoma,TRUE,primary,56,C75-311cas9_RepA_p5_batch3,3,18119
broad,ACH-001459,colorectal,colorectal_adenocarcinoma,TRUE,primary,69,C80-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001460,colorectal,colorectal_adenocarcinoma,TRUE,primary,67,C84-311cas9_RepA_p6_batch3,3,18119
broad,ACH-001461,colorectal,colorectal_adenocarcinoma,TRUE,primary,69,C99-311cas9_RepA_p4_batch3,3,18119
broad,ACH-001786,colorectal,colorectal_adenocarcinoma,FALSE,primary,38,SNU1544-311cas9-RepA-p4_batch3,3,18119
broad,ACH-002023,colorectal,colorectal_adenocarcinoma,FALSE,primary,79,TGBC18TKB-311Cas9-RepA-p6_batch4,4,18119
broad,ACH-002024,colorectal,colorectal_adenocarcinoma,TRUE,primary,45,ECC4-311Cas9-RepA-p6_batch4,4,18119
broad,ACH-002025,colorectal,colorectal_adenocarcinoma,TRUE,primary,NA,TT1TKB-311Cas9-RepA-p6_batch4,4,18119
sanger,ACH-002219,colorectal,colorectal_adenocarcinoma,FALSE,NA,55,CO320H_c903R1,ERS717283.plasmid,17660
sanger,ACH-002233,colorectal,colorectal_adenocarcinoma,NA,metastasis,NA,DIFI_C902R1_P1D14,ERS717283.plasmid,17660
broad,ACH-001442,epidermoid_carcinoma,skin_squamous,TRUE,metastasis,86,A388-311cas9-RepA-p6_batch3,3,18119
broad,ACH-000383,esophagus,esophagus_adenocarcinoma,FALSE,primary,73,OE33-311Cas9_RepA_p4_batch2,2,18119
sanger,ACH-000383,esophagus,esophagus_adenocarcinoma,FALSE,primary,73,OE33_C907R1,CRISPR_C6596666.sample,17660
broad,ACH-001368,esophagus,esophagus_adenocarcinoma,FALSE,metastasis,47,OACM51-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-001368,esophagus,esophagus_adenocarcinoma,FALSE,metastasis,47,OACM51_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-001496,esophagus,esophagus_adenocarcinoma,TRUE,primary,56,ESO26-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-001496,esophagus,esophagus_adenocarcinoma,TRUE,primary,56,ESO26_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-001497,esophagus,esophagus_adenocarcinoma,TRUE,primary,NA,ESO51_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-001500,esophagus,esophagus_adenocarcinoma,TRUE,primary,NA,FLO1-311Cas9-Rep B-P6_batch4,4,18119
sanger,ACH-001500,esophagus,esophagus_adenocarcinoma,TRUE,primary,NA,FLO1_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-001544,esophagus,esophagus_adenocarcinoma,TRUE,metastasis,NA,KYAE1_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-001654,esophagus,esophagus_adenocarcinoma,TRUE,primary,NA,SKGT4-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-001654,esophagus,esophagus_adenocarcinoma,TRUE,primary,NA,SKGT4_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000305,esophagus,esophagus_squamous,TRUE,NA,65,ECGI10-311cas9_RepA_p6_batch3,3,18119
sanger,ACH-000305,esophagus,esophagus_squamous,TRUE,NA,65,ECGI10_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000318,esophagus,esophagus_squamous,TRUE,primary,NA,TE10-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000318,esophagus,esophagus_squamous,TRUE,primary,NA,TE10_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000408,esophagus,esophagus_squamous,FALSE,NA,73,TE-5-311Cas9_RepA_p6_batch2,2,18119
sanger,ACH-000408,esophagus,esophagus_squamous,FALSE,NA,73,TE5_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000452,esophagus,esophagus_squamous,TRUE,NA,NA,TE-8-311Cas9_RepA_p5_batch3,3,18119
sanger,ACH-000452,esophagus,esophagus_squamous,TRUE,NA,NA,TE8_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000488,esophagus,esophagus_squamous,TRUE,primary,58,TE11-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000544,esophagus,esophagus_squamous,TRUE,primary,74,OE21-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000544,esophagus,esophagus_squamous,TRUE,primary,74,OE21_C907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000561,esophagus,esophagus_squamous,TRUE,metastasis,NA,TT1_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000605,esophagus,esophagus_squamous,TRUE,NA,NA,TE6-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000637,esophagus,esophagus_squamous,FALSE,primary,58,KYSE-520-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000637,esophagus,esophagus_squamous,FALSE,primary,58,KYSE52_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000647,esophagus,esophagus_squamous,TRUE,primary,NA,TE-1 -311Cas9_RepA_p5_batch3,3,18119
broad,ACH-000693,esophagus,esophagus_squamous,TRUE,primary,53,KYSE180-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000694,esophagus,esophagus_squamous,TRUE,metastasis,NA,TE-9-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000694,esophagus,esophagus_squamous,TRUE,metastasis,NA,TE9_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-000717,esophagus,esophagus_squamous,FALSE,NA,57,CO680N_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000777,esophagus,esophagus_squamous,TRUE,primary,64,KYSE-30-311Cas9_RepB_p6_batch3,3,18119
broad,ACH-000784,esophagus,esophagus_squamous,TRUE,primary,77,KYSE70-311Cas9_RepA_p5_batch2,2,18119
sanger,ACH-000784,esophagus,esophagus_squamous,TRUE,primary,77,KYSE70_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000809,esophagus,esophagus_squamous,TRUE,primary,51,KYSE-410-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000809,esophagus,esophagus_squamous,TRUE,primary,51,KYSE41_C908R1,CRISPR_C6596666.sample,17660
broad,ACH-000823,esophagus,esophagus_squamous,TRUE,primary,54,KYSE-140-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000823,esophagus,esophagus_squamous,TRUE,primary,54,KYSE14_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000824,esophagus,esophagus_squamous,FALSE,primary,67,KYSE-510-311cas9_RepA_p5_batch3,3,18119
sanger,ACH-000824,esophagus,esophagus_squamous,FALSE,primary,67,KYSE51_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000855,esophagus,esophagus_squamous,FALSE,primary,49,KYSE-150-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000855,esophagus,esophagus_squamous,FALSE,primary,49,KYSE15_c907R1,CRISPR_C6596666.sample,17660
broad,ACH-000865,esophagus,esophagus_squamous,TRUE,primary,59,KYSE450-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000865,esophagus,esophagus_squamous,TRUE,primary,59,KYSE45_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000873,esophagus,esophagus_squamous,TRUE,primary,79,KYSE270-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000873,esophagus,esophagus_squamous,TRUE,primary,79,KYSE27_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000917,esophagus,esophagus_squamous,FALSE,NA,NA,TE-4-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-000917,esophagus,esophagus_squamous,FALSE,NA,NA,TE4_c907R1,CRISPR_C6596666.sample,17660
sanger,ACH-002243,esophagus,esophagus_squamous,NA,NA,NA,HCE4_c908R1,CRISPR_C6596666.sample,17660
sanger,ACH-002263,esophagus,esophagus_squamous,NA,NA,NA,KYSE22_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-001295,eye,retinoblastoma,FALSE,NA,2.5,Y79-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-001421,eye,retinoblastoma,FALSE,primary,1,WERIRB1-311Cas9-RepA-P4_batch4,4,18119
broad,ACH-001554,eye,uveal_melanoma,FALSE,primary,NA,MEL202-311cas9_RepA_p6_batch3,3,18119
broad,ACH-002015,eye,uveal_melanoma,FALSE,primary,49,MEL285-311cas9-RepA-p6_batch3,3,18119
broad,ACH-002016,eye,uveal_melanoma,FALSE,primary,67,MEL290-311cas9-RepA-p4_batch4,4,18119
broad,ACH-002017,eye,uveal_melanoma,TRUE,metastasis,NA,OMM1-311cas9-RepA-p6_batch4,4,18119
broad,ACH-002018,eye,uveal_melanoma,TRUE,metastasis,NA,OMM25-311Cas9-RepA-p6_batch4,4,18119
broad,ACH-000133,fibroblast,fibroblast_soft_tissue,TRUE,primary,74,Hs729-311Cas9_RepA_p6_batch3,3,18119
sanger,ACH-002198,gastric,choriocarcinoma,NA,metastasis,NA,SCH_c908R1,CRISPR_C6596666.sample,17660
broad,ACH-000047,gastric,gastric_adenocarcinoma,FALSE,metastasis,NA,GCIY -311Cas9_RepA_p4_batch3,3,18119
sanger,ACH-000144,gastric,gastric_adenocarcinoma,TRUE,metastasis,41,GC1B_C908R2,CRISPR_C6596666.sample,17660
broad,ACH-000247,gastric,gastric_adenocarcinoma,FALSE,metastasis,38,OCUM-1-311Cas9_RepA_p4_batch3,3,18119
broad,ACH-000255,gastric,gastric_adenocarcinoma,FALSE,metastasis,27,LMSU-311Cas9_RepA_p6_batch3,3,18119
broad,ACH-000303,gastric,gastric_adenocarcinoma,FALSE,metastasis,33,SNU-5-311Cas9_RepA_p6_batch4,4,18119
broad,ACH-000325,gastric,gastric_adenocarcinoma,FALSE,metastasis,59,SNU620-311cas9-RepA-p6_batch4,4,18119
broad,ACH-000344,gastric,gastric_adenocarcinoma,TRUE,metastasis,63,SNU668-311cas9_RepA_p6_batch3,3,18119
broad,ACH-000356,gastric,gastric_adenocarcinoma,FALSE,metastasis,62,MKN45 -311Cas9_RepA_p6_batch3,3,18119
